regime,sweep,x_value,method,metric,N_total,N_nonNA,NA_rate,mean,sd,se,ci95_low,ci95_high,plot_ci95_low,plot_ci95_high
expanded,d-sweep,7.0,LibraryGreedy,conditional_alpha_mape,100,100,0.0,11.389625743184522,17.373154079548932,1.7373154079548931,7.984487543592932,14.794763942776113,7.984487543592932,14.794763942776113
expanded,d-sweep,7.0,OracleDP,conditional_alpha_mape,100,100,0.0,7.551881650331581,26.94704997906754,2.694704997906754,2.270259854434344,12.833503446228818,2.270259854434344,12.833503446228818
expanded,d-sweep,8.0,LibraryDP,conditional_alpha_mape,100,100,0.0,14.80855724027023,24.461612609842074,2.4461612609842076,10.014081168741184,19.60303331179928,10.014081168741184,19.60303331179928
expanded,d-sweep,8.0,LibraryGreedy,conditional_alpha_mape,100,100,0.0,16.87009740294301,24.767183708000186,2.4767183708000187,12.015729396174972,21.724465409711048,12.015729396174972,21.724465409711048
expanded,d-sweep,8.0,OracleDP,conditional_alpha_mape,100,100,0.0,6.800291133542024,8.54074969574413,0.8540749695744131,5.126304193176175,8.474278073907874,5.126304193176175,8.474278073907874
expanded,d-sweep,9.0,LibraryDP,conditional_alpha_mape,100,100,0.0,20.050654196076515,26.500410600061077,2.6500410600061075,14.856573718464544,25.244734673688484,14.856573718464544,25.244734673688484
expanded,d-sweep,9.0,LibraryGreedy,conditional_alpha_mape,100,100,0.0,18.05715465511076,23.759776312615074,2.3759776312615073,13.400238497838206,22.714070812383316,13.400238497838206,22.714070812383316
expanded,d-sweep,9.0,OracleDP,conditional_alpha_mape,100,100,0.0,7.3104560488819414,9.746635965177585,0.9746635965177586,5.4001153997071345,9.220796698056748,5.4001153997071345,9.220796698056748
expanded,d-sweep,10.0,LibraryDP,conditional_alpha_mape,100,100,0.0,21.67012643295496,35.268136171272225,3.5268136171272224,14.757571743385604,28.582681122524313,14.757571743385604,28.582681122524313
expanded,d-sweep,10.0,LibraryGreedy,conditional_alpha_mape,100,100,0.0,10.430460877117403,11.297331620077953,1.1297331620077953,8.216183879582124,12.644737874652682,8.216183879582124,12.644737874652682
expanded,d-sweep,10.0,OracleDP,conditional_alpha_mape,100,100,0.0,7.531134110172782,14.755758637583574,1.4755758637583574,4.639005417206402,10.423262803139162,4.639005417206402,10.423262803139162
expanded,density-sweep,1.0,LibraryDP,conditional_alpha_mape,100,100,0.0,6.775895152528293,9.31959269384531,0.931959269384531,4.949254984534613,8.602535320521975,4.949254984534613,8.602535320521975
expanded,density-sweep,1.0,LibraryGreedy,conditional_alpha_mape,100,100,0.0,6.428005574805424,7.104525853471501,0.7104525853471502,5.03551850752501,7.8204926420858385,5.03551850752501,7.8204926420858385
expanded,density-sweep,1.0,OracleDP,conditional_alpha_mape,100,100,0.0,4.861951912382252,4.501065702181298,0.4501065702181298,3.9797430347547174,5.744160790009786,3.9797430347547174,5.744160790009786
expanded,density-sweep,1.5,LibraryDP,conditional_alpha_mape,100,100,0.0,14.80855724027023,24.461612609842074,2.4461612609842076,10.014081168741184,19.60303331179928,10.014081168741184,19.60303331179928
expanded,density-sweep,1.5,LibraryGreedy,conditional_alpha_mape,100,100,0.0,16.87009740294301,24.767183708000186,2.4767183708000187,12.015729396174972,21.724465409711048,12.015729396174972,21.724465409711048
expanded,density-sweep,1.5,OracleDP,conditional_alpha_mape,100,100,0.0,6.800291133542024,8.54074969574413,0.8540749695744131,5.126304193176175,8.474278073907874,5.126304193176175,8.474278073907874
expanded,density-sweep,2.0,LibraryDP,conditional_alpha_mape,100,100,0.0,28.972838263399755,31.82481646121286,3.182481646121286,22.735174237002035,35.210502289797475,22.735174237002035,35.210502289797475
expanded,density-sweep,2.0,LibraryGreedy,conditional_alpha_mape,100,100,0.0,36.548301022063065,49.61767668940473,4.961767668940473,26.82323639093974,46.27336565318639,26.82323639093974,46.27336565318639
expanded,density-sweep,2.0,OracleDP,conditional_alpha_mape,100,100,0.0,7.6706853358491465,8.523553116293215,0.8523553116293214,6.000068925055676,9.341301746642616,6.000068925055676,9.341301746642616
expanded,density-sweep,2.5,LibraryDP,conditional_alpha_mape,100,100,0.0,39.129030815655796,47.72767351744041,4.772767351744041,29.774406806237476,48.48365482507411,29.774406806237476,48.48365482507411
expanded,density-sweep,2.5,LibraryGreedy,conditional_alpha_mape,100,100,0.0,72.54656680452429,70.19542850961534,7.019542850961534,58.78826281663969,86.30487079240889,58.78826281663969,86.30487079240889
expanded,density-sweep,2.5,OracleDP,conditional_alpha_mape,100,100,0.0,8.642127737412048,7.3743161534788735,0.7374316153478874,7.1967617713301895,10.087493703493907,7.1967617713301895,10.087493703493907
expanded,density-sweep,3.0,LibraryDP,conditional_alpha_mape,100,100,0.0,45.557117836524185,61.18077730044727,6.118077730044726,33.56568548563652,57.54855018741185,33.56568548563652,57.54855018741185
expanded,density-sweep,3.0,LibraryGreedy,conditional_alpha_mape,100,100,0.0,116.85570403114092,136.9279570087539,13.69279570087539,90.01782445742515,143.69358360485668,90.01782445742515,143.69358360485668
expanded,density-sweep,3.0,OracleDP,conditional_alpha_mape,100,100,0.0,10.312272463182719,9.394056025676903,0.9394056025676903,8.471037482150045,12.153507444215393,8.471037482150045,12.153507444215393
