alpha_regime,sweep,kbar_in,anchor_d,anchor_N,d,N,rep,method,alpha_low,alpha_high,max_parents,avg_indegree,dag_generation_mode,realized_avg_indegree,parallel_workers,seed,method_seed,runtime_sec,local_score_runtime_sec,search_runtime_sec,n_local_scores_evaluated,score,directed_f1,skeleton_f1,exact_dag,family_accuracy,alpha_rmse_if_exact,alpha_rmse_on_correct_edges,alpha_mape_on_correct_edges_pct,alpha_rmse_on_true_edges,n_correct_directed_edges,n_true_edges,n_est_directed_edges,n_est_undirected_edges,true_families,true_exogenous_params,true_alpha_matrix,selected_families,true_edges,estimated_directed_edges,estimated_undirected_edges
common,kbar,2.0,8,3200,8,3200,6,LibraryGreedy,0.15,0.85,5,2.0,exact_edges,2.0,12,2848171300065154629,1272027884628246868,2.562164499991922,2.551278000129969,0.0108864998619537,198.0,117681.8812110091,1.0,1.0,1.0,1.0,0.0203252700926256,0.0203252700926256,3.689877449852251,0.0203252700926256,16.0,16.0,16.0,0.0,"ZIP,Poisson,Poisson,ZIP,Binomial,Binomial,ZIP,Bernoulli","[{""lam"":8.332838919692652,""rho"":0.6751159178998765},{""lam"":4.380571042698851},{""lam"":7.331778206872214},{""lam"":7.320019589300336,""rho"":0.22837057011527262},{""n"":7,""p"":0.2615442989393519},{""n"":15,""p"":0.6318108645231585},{""lam"":7.19680444465224,""rho"":0.2918544731850485},{""p"":0.6081287269385911}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.20671874192698134,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7493192343234903,0.2630445558609148,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5009090595791148,0.0,0.0,0.18600118246470668,0.0,0.0,0.0,0.0],[0.39804853464125023,0.33697888292120237,0.3923372131779994,0.0,0.22409194734653204,0.0,0.0,0.0],[0.0,0.7877965842838619,0.3496776257233192,0.3986318932161028,0.5971930340872874,0.23686492279980517,0.0,0.0],[0.7747478452852389,0.0,0.0,0.0,0.6926916232968163,0.0,0.0,0.0]]","ZIP,Poisson,Poisson,ZIP,Binomial,Binomial,ZIP,Bernoulli",0->1;0->2;0->4;0->5;0->7;1->2;1->5;1->6;2->5;2->6;3->4;3->6;4->5;4->6;4->7;5->6,0->1;0->2;0->4;0->5;0->7;1->2;1->5;1->6;2->5;2->6;3->4;3->6;4->5;4->6;4->7;5->6,
common,kbar,2.0,8,3200,8,3200,6,OracleDP,0.15,0.85,5,2.0,exact_edges,2.0,12,2848171300065154629,680094087372851968,1.5760767000028864,1.5753674000006868,0.0007093000021995,960.0,117681.88121100912,1.0,1.0,1.0,1.0,0.0203252700926256,0.0203252700926256,3.689877449852251,0.0203252700926256,16.0,16.0,16.0,0.0,"ZIP,Poisson,Poisson,ZIP,Binomial,Binomial,ZIP,Bernoulli","[{""lam"":8.332838919692652,""rho"":0.6751159178998765},{""lam"":4.380571042698851},{""lam"":7.331778206872214},{""lam"":7.320019589300336,""rho"":0.22837057011527262},{""n"":7,""p"":0.2615442989393519},{""n"":15,""p"":0.6318108645231585},{""lam"":7.19680444465224,""rho"":0.2918544731850485},{""p"":0.6081287269385911}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.20671874192698134,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7493192343234903,0.2630445558609148,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5009090595791148,0.0,0.0,0.18600118246470668,0.0,0.0,0.0,0.0],[0.39804853464125023,0.33697888292120237,0.3923372131779994,0.0,0.22409194734653204,0.0,0.0,0.0],[0.0,0.7877965842838619,0.3496776257233192,0.3986318932161028,0.5971930340872874,0.23686492279980517,0.0,0.0],[0.7747478452852389,0.0,0.0,0.0,0.6926916232968163,0.0,0.0,0.0]]","ZIP,Poisson,Poisson,ZIP,Binomial,Binomial,ZIP,Bernoulli",0->1;0->2;0->4;0->5;0->7;1->2;1->5;1->6;2->5;2->6;3->4;3->6;4->5;4->6;4->7;5->6,0->1;0->2;0->4;0->5;0->7;1->2;1->5;1->6;2->5;2->6;3->4;3->6;4->5;4->6;4->7;5->6,
common,kbar,2.0,8,3200,8,3200,6,PC-RCIT,0.15,0.85,5,2.0,exact_edges,2.0,12,2848171300065154629,17776809686272553775,15.112984299994425,,,,,0.4347826086956521,0.896551724137931,0.0,,,,,,5.0,16.0,7.0,6.0,"ZIP,Poisson,Poisson,ZIP,Binomial,Binomial,ZIP,Bernoulli","[{""lam"":8.332838919692652,""rho"":0.6751159178998765},{""lam"":4.380571042698851},{""lam"":7.331778206872214},{""lam"":7.320019589300336,""rho"":0.22837057011527262},{""n"":7,""p"":0.2615442989393519},{""n"":15,""p"":0.6318108645231585},{""lam"":7.19680444465224,""rho"":0.2918544731850485},{""p"":0.6081287269385911}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.20671874192698134,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7493192343234903,0.2630445558609148,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5009090595791148,0.0,0.0,0.18600118246470668,0.0,0.0,0.0,0.0],[0.39804853464125023,0.33697888292120237,0.3923372131779994,0.0,0.22409194734653204,0.0,0.0,0.0],[0.0,0.7877965842838619,0.3496776257233192,0.3986318932161028,0.5971930340872874,0.23686492279980517,0.0,0.0],[0.7747478452852389,0.0,0.0,0.0,0.6926916232968163,0.0,0.0,0.0]]",,0->1;0->2;0->4;0->5;0->7;1->2;1->5;1->6;2->5;2->6;3->4;3->6;4->5;4->6;4->7;5->6,0->1;2->6;3->6;4->6;5->1;5->6;6->1,0--2;0--5;0--7;2--5;3--4;4--7
common,kbar,2.0,8,3200,8,3200,6,PBSCM,0.15,0.85,5,2.0,exact_edges,2.0,12,2848171300065154629,11021625219873852663,0.2381857000000309,,,,,0.0,0.0,0.0,,,,,,0.0,16.0,0.0,0.0,"ZIP,Poisson,Poisson,ZIP,Binomial,Binomial,ZIP,Bernoulli","[{""lam"":8.332838919692652,""rho"":0.6751159178998765},{""lam"":4.380571042698851},{""lam"":7.331778206872214},{""lam"":7.320019589300336,""rho"":0.22837057011527262},{""n"":7,""p"":0.2615442989393519},{""n"":15,""p"":0.6318108645231585},{""lam"":7.19680444465224,""rho"":0.2918544731850485},{""p"":0.6081287269385911}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.20671874192698134,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7493192343234903,0.2630445558609148,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5009090595791148,0.0,0.0,0.18600118246470668,0.0,0.0,0.0,0.0],[0.39804853464125023,0.33697888292120237,0.3923372131779994,0.0,0.22409194734653204,0.0,0.0,0.0],[0.0,0.7877965842838619,0.3496776257233192,0.3986318932161028,0.5971930340872874,0.23686492279980517,0.0,0.0],[0.7747478452852389,0.0,0.0,0.0,0.6926916232968163,0.0,0.0,0.0]]",,0->1;0->2;0->4;0->5;0->7;1->2;1->5;1->6;2->5;2->6;3->4;3->6;4->5;4->6;4->7;5->6,,
common,kbar,2.0,8,3200,8,3200,6,PBSCM_PGF,0.15,0.85,5,2.0,exact_edges,2.0,12,2848171300065154629,11491265987362173717,0.546648900010041,,,,,0.0,0.0,0.0,,,,,,0.0,16.0,0.0,0.0,"ZIP,Poisson,Poisson,ZIP,Binomial,Binomial,ZIP,Bernoulli","[{""lam"":8.332838919692652,""rho"":0.6751159178998765},{""lam"":4.380571042698851},{""lam"":7.331778206872214},{""lam"":7.320019589300336,""rho"":0.22837057011527262},{""n"":7,""p"":0.2615442989393519},{""n"":15,""p"":0.6318108645231585},{""lam"":7.19680444465224,""rho"":0.2918544731850485},{""p"":0.6081287269385911}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.20671874192698134,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7493192343234903,0.2630445558609148,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5009090595791148,0.0,0.0,0.18600118246470668,0.0,0.0,0.0,0.0],[0.39804853464125023,0.33697888292120237,0.3923372131779994,0.0,0.22409194734653204,0.0,0.0,0.0],[0.0,0.7877965842838619,0.3496776257233192,0.3986318932161028,0.5971930340872874,0.23686492279980517,0.0,0.0],[0.7747478452852389,0.0,0.0,0.0,0.6926916232968163,0.0,0.0,0.0]]",,0->1;0->2;0->4;0->5;0->7;1->2;1->5;1->6;2->5;2->6;3->4;3->6;4->5;4->6;4->7;5->6,,
common,kbar,2.0,8,3200,8,3200,6,PoissonDAG-ODS,0.15,0.85,5,2.0,exact_edges,2.0,12,2848171300065154629,8765034755905710889,1.9162570999906168,,,,,0.5882352941176471,0.9411764705882352,0.0,,,,,,10.0,16.0,18.0,0.0,"ZIP,Poisson,Poisson,ZIP,Binomial,Binomial,ZIP,Bernoulli","[{""lam"":8.332838919692652,""rho"":0.6751159178998765},{""lam"":4.380571042698851},{""lam"":7.331778206872214},{""lam"":7.320019589300336,""rho"":0.22837057011527262},{""n"":7,""p"":0.2615442989393519},{""n"":15,""p"":0.6318108645231585},{""lam"":7.19680444465224,""rho"":0.2918544731850485},{""p"":0.6081287269385911}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.20671874192698134,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7493192343234903,0.2630445558609148,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5009090595791148,0.0,0.0,0.18600118246470668,0.0,0.0,0.0,0.0],[0.39804853464125023,0.33697888292120237,0.3923372131779994,0.0,0.22409194734653204,0.0,0.0,0.0],[0.0,0.7877965842838619,0.3496776257233192,0.3986318932161028,0.5971930340872874,0.23686492279980517,0.0,0.0],[0.7747478452852389,0.0,0.0,0.0,0.6926916232968163,0.0,0.0,0.0]]",,0->1;0->2;0->4;0->5;0->7;1->2;1->5;1->6;2->5;2->6;3->4;3->6;4->5;4->6;4->7;5->6,0->3;0->4;0->7;1->0;1->2;1->3;1->5;1->6;2->0;2->6;3->6;4->3;4->6;4->7;5->0;5->2;5->4;5->6,
common,kbar,2.0,8,3200,8,3200,7,LibraryDP,0.15,0.85,5,2.0,exact_edges,2.0,12,11136885590634126487,11003155581999014877,24.2106061999948,24.209930699988035,0.0006755000067641,960.0,142432.9513527317,0.9696969696969696,0.9696969696969696,0.0,0.625,,0.039871303550209,6.274623393608457,0.039871303550209,16.0,16.0,17.0,0.0,"Binomial,ZIP,Geom,Poisson,Bernoulli,Poisson,Binomial,ZIP","[{""n"":20,""p"":0.5387218301510192},{""lam"":9.70437690446525,""rho"":0.7140288238735802},{""mean"":6.495874682071909,""p"":0.13340671268047313},{""lam"":6.568191321443266},{""p"":0.5507406383894364},{""lam"":2.913634368201966},{""n"":3,""p"":0.3698510456514986},{""lam"":3.8177279101187818,""rho"":0.7519278410940288}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7505290447504328,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.22376153955230493,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.6901928001997369,0.16447826353432363,0.0,0.0,0.0,0.0,0.0,0.0],[0.3689065609360983,0.19677366633943336,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.23187905733733574,0.0,0.4553456479673561,0.0,0.0,0.0,0.0],[0.8024294441632085,0.0,0.3999456028651809,0.0,0.0,0.7036205318426485,0.0,0.0],[0.8230212306171042,0.0,0.5033084456889689,0.2419676387458219,0.7509672497561171,0.6820656226827105,0.0,0.0]]","Binomial,ZIP,NB,Poisson,Bernoulli,Poisson,Poisson,Geom",0->1;0->2;0->3;0->4;0->6;0->7;1->3;1->4;1->5;2->6;2->7;3->5;3->7;4->7;5->6;5->7,0->1;0->2;0->3;0->4;0->6;0->7;1->3;1->4;1->5;2->6;2->7;3->5;3->6;3->7;4->7;5->6;5->7,
common,kbar,2.0,8,3200,8,3200,7,LibraryGreedy,0.15,0.85,5,2.0,exact_edges,2.0,12,11136885590634126487,6562980439056235057,2.039814900010242,2.032194800049183,0.0076200999610591,153.0,142777.74282064632,0.875,0.9375,0.0,0.5,,0.0526411774447393,7.884271023576746,0.1982962203478711,14.0,16.0,16.0,0.0,"Binomial,ZIP,Geom,Poisson,Bernoulli,Poisson,Binomial,ZIP","[{""n"":20,""p"":0.5387218301510192},{""lam"":9.70437690446525,""rho"":0.7140288238735802},{""mean"":6.495874682071909,""p"":0.13340671268047313},{""lam"":6.568191321443266},{""p"":0.5507406383894364},{""lam"":2.913634368201966},{""n"":3,""p"":0.3698510456514986},{""lam"":3.8177279101187818,""rho"":0.7519278410940288}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7505290447504328,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.22376153955230493,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.6901928001997369,0.16447826353432363,0.0,0.0,0.0,0.0,0.0,0.0],[0.3689065609360983,0.19677366633943336,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.23187905733733574,0.0,0.4553456479673561,0.0,0.0,0.0,0.0],[0.8024294441632085,0.0,0.3999456028651809,0.0,0.0,0.7036205318426485,0.0,0.0],[0.8230212306171042,0.0,0.5033084456889689,0.2419676387458219,0.7509672497561171,0.6820656226827105,0.0,0.0]]","Binomial,Geom,NB,Poisson,Bernoulli,Poisson,Poisson,Geom",0->1;0->2;0->3;0->4;0->6;0->7;1->3;1->4;1->5;2->6;2->7;3->5;3->7;4->7;5->6;5->7,0->2;0->3;0->4;0->6;0->7;1->4;1->5;2->6;2->7;3->1;3->5;3->6;3->7;4->7;5->6;5->7,
common,kbar,2.0,8,3200,8,3200,7,OracleDP,0.15,0.85,5,2.0,exact_edges,2.0,12,11136885590634126487,15132772749180589349,8.614843199989991,8.614110499998787,0.0007326999912038,960.0,142450.47058613136,0.9411764705882352,0.9411764705882352,0.0,1.0,,0.0376384267180295,5.525071006080569,0.0376384267180295,16.0,16.0,18.0,0.0,"Binomial,ZIP,Geom,Poisson,Bernoulli,Poisson,Binomial,ZIP","[{""n"":20,""p"":0.5387218301510192},{""lam"":9.70437690446525,""rho"":0.7140288238735802},{""mean"":6.495874682071909,""p"":0.13340671268047313},{""lam"":6.568191321443266},{""p"":0.5507406383894364},{""lam"":2.913634368201966},{""n"":3,""p"":0.3698510456514986},{""lam"":3.8177279101187818,""rho"":0.7519278410940288}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7505290447504328,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.22376153955230493,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.6901928001997369,0.16447826353432363,0.0,0.0,0.0,0.0,0.0,0.0],[0.3689065609360983,0.19677366633943336,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.23187905733733574,0.0,0.4553456479673561,0.0,0.0,0.0,0.0],[0.8024294441632085,0.0,0.3999456028651809,0.0,0.0,0.7036205318426485,0.0,0.0],[0.8230212306171042,0.0,0.5033084456889689,0.2419676387458219,0.7509672497561171,0.6820656226827105,0.0,0.0]]","Binomial,ZIP,Geom,Poisson,Bernoulli,Poisson,Binomial,ZIP",0->1;0->2;0->3;0->4;0->6;0->7;1->3;1->4;1->5;2->6;2->7;3->5;3->7;4->7;5->6;5->7,0->1;0->2;0->3;0->4;0->6;0->7;1->3;1->4;1->5;2->6;2->7;3->2;3->5;3->6;3->7;4->7;5->6;5->7,
common,kbar,2.0,8,3200,8,3200,7,PC-RCIT,0.15,0.85,5,2.0,exact_edges,2.0,12,11136885590634126487,3154162680608806317,25.34339490000275,,,,,0.5714285714285715,0.9333333333333332,0.0,,,,,,8.0,16.0,12.0,2.0,"Binomial,ZIP,Geom,Poisson,Bernoulli,Poisson,Binomial,ZIP","[{""n"":20,""p"":0.5387218301510192},{""lam"":9.70437690446525,""rho"":0.7140288238735802},{""mean"":6.495874682071909,""p"":0.13340671268047313},{""lam"":6.568191321443266},{""p"":0.5507406383894364},{""lam"":2.913634368201966},{""n"":3,""p"":0.3698510456514986},{""lam"":3.8177279101187818,""rho"":0.7519278410940288}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7505290447504328,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.22376153955230493,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.6901928001997369,0.16447826353432363,0.0,0.0,0.0,0.0,0.0,0.0],[0.3689065609360983,0.19677366633943336,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.23187905733733574,0.0,0.4553456479673561,0.0,0.0,0.0,0.0],[0.8024294441632085,0.0,0.3999456028651809,0.0,0.0,0.7036205318426485,0.0,0.0],[0.8230212306171042,0.0,0.5033084456889689,0.2419676387458219,0.7509672497561171,0.6820656226827105,0.0,0.0]]",,0->1;0->2;0->3;0->4;0->6;0->7;1->3;1->4;1->5;2->6;2->7;3->5;3->7;4->7;5->6;5->7,0->1;0->7;2->6;2->7;3->0;3->7;4->0;4->1;4->7;5->6;5->7;6->0,1--5;3--5
common,kbar,2.0,8,3200,8,3200,7,PBSCM,0.15,0.85,5,2.0,exact_edges,2.0,12,11136885590634126487,12197118688567657276,18.151758799998788,,,,,0.2758620689655172,0.7586206896551724,0.0,,,,,,4.0,16.0,13.0,0.0,"Binomial,ZIP,Geom,Poisson,Bernoulli,Poisson,Binomial,ZIP","[{""n"":20,""p"":0.5387218301510192},{""lam"":9.70437690446525,""rho"":0.7140288238735802},{""mean"":6.495874682071909,""p"":0.13340671268047313},{""lam"":6.568191321443266},{""p"":0.5507406383894364},{""lam"":2.913634368201966},{""n"":3,""p"":0.3698510456514986},{""lam"":3.8177279101187818,""rho"":0.7519278410940288}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7505290447504328,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.22376153955230493,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.6901928001997369,0.16447826353432363,0.0,0.0,0.0,0.0,0.0,0.0],[0.3689065609360983,0.19677366633943336,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.23187905733733574,0.0,0.4553456479673561,0.0,0.0,0.0,0.0],[0.8024294441632085,0.0,0.3999456028651809,0.0,0.0,0.7036205318426485,0.0,0.0],[0.8230212306171042,0.0,0.5033084456889689,0.2419676387458219,0.7509672497561171,0.6820656226827105,0.0,0.0]]",,0->1;0->2;0->3;0->4;0->6;0->7;1->3;1->4;1->5;2->6;2->7;3->5;3->7;4->7;5->6;5->7,1->0;1->4;3->0;3->1;3->5;3->7;4->0;5->6;6->0;6->1;6->2;6->7;7->0,
common,kbar,2.0,8,3200,8,3200,7,PBSCM_PGF,0.15,0.85,5,2.0,exact_edges,2.0,12,11136885590634126487,16230629497786239642,0.5937646999955177,,,,,0.0,0.0,0.0,,,,,,0.0,16.0,2.0,2.0,"Binomial,ZIP,Geom,Poisson,Bernoulli,Poisson,Binomial,ZIP","[{""n"":20,""p"":0.5387218301510192},{""lam"":9.70437690446525,""rho"":0.7140288238735802},{""mean"":6.495874682071909,""p"":0.13340671268047313},{""lam"":6.568191321443266},{""p"":0.5507406383894364},{""lam"":2.913634368201966},{""n"":3,""p"":0.3698510456514986},{""lam"":3.8177279101187818,""rho"":0.7519278410940288}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7505290447504328,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.22376153955230493,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.6901928001997369,0.16447826353432363,0.0,0.0,0.0,0.0,0.0,0.0],[0.3689065609360983,0.19677366633943336,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.23187905733733574,0.0,0.4553456479673561,0.0,0.0,0.0,0.0],[0.8024294441632085,0.0,0.3999456028651809,0.0,0.0,0.7036205318426485,0.0,0.0],[0.8230212306171042,0.0,0.5033084456889689,0.2419676387458219,0.7509672497561171,0.6820656226827105,0.0,0.0]]",,0->1;0->2;0->3;0->4;0->6;0->7;1->3;1->4;1->5;2->6;2->7;3->5;3->7;4->7;5->6;5->7,3->2;4->2,0--5;3--6
common,kbar,2.0,8,3200,8,3200,7,PoissonDAG-ODS,0.15,0.85,5,2.0,exact_edges,2.0,12,11136885590634126487,6649335416986357768,0.6726270000071963,,,,,0.823529411764706,0.9411764705882352,0.0,,,,,,14.0,16.0,18.0,0.0,"Binomial,ZIP,Geom,Poisson,Bernoulli,Poisson,Binomial,ZIP","[{""n"":20,""p"":0.5387218301510192},{""lam"":9.70437690446525,""rho"":0.7140288238735802},{""mean"":6.495874682071909,""p"":0.13340671268047313},{""lam"":6.568191321443266},{""p"":0.5507406383894364},{""lam"":2.913634368201966},{""n"":3,""p"":0.3698510456514986},{""lam"":3.8177279101187818,""rho"":0.7519278410940288}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.7505290447504328,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.22376153955230493,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.6901928001997369,0.16447826353432363,0.0,0.0,0.0,0.0,0.0,0.0],[0.3689065609360983,0.19677366633943336,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.23187905733733574,0.0,0.4553456479673561,0.0,0.0,0.0,0.0],[0.8024294441632085,0.0,0.3999456028651809,0.0,0.0,0.7036205318426485,0.0,0.0],[0.8230212306171042,0.0,0.5033084456889689,0.2419676387458219,0.7509672497561171,0.6820656226827105,0.0,0.0]]",,0->1;0->2;0->3;0->4;0->6;0->7;1->3;1->4;1->5;2->6;2->7;3->5;3->7;4->7;5->6;5->7,0->1;0->2;0->3;0->4;0->6;0->7;1->4;2->6;2->7;3->1;3->5;3->6;3->7;4->7;5->1;5->2;5->6;5->7,
common,kbar,2.0,8,3200,8,3200,8,LibraryDP,0.15,0.85,5,2.0,exact_edges,2.0,12,13442067754997682728,2349599069214481311,25.13338849999127,25.132639200004636,0.0007492999866371,960.0,158418.518660648,1.0,1.0,1.0,1.0,0.0280945063096403,0.0280945063096403,5.963640108730682,0.0280945063096403,16.0,16.0,16.0,0.0,"Geom,NB,Bernoulli,Geom,ZIP,ZIP,Geom,Bernoulli","[{""mean"":5.226209640618979,""p"":0.1606113603172194},{""p"":0.2696003030568863,""r"":6.0503501889596745},{""p"":0.8497785602286576},{""mean"":9.257404942141552,""p"":0.09749054518571233},{""lam"":9.060083553179007,""rho"":0.2511772781735375},{""lam"":7.741869926239945,""rho"":0.24538484634449917},{""mean"":9.899803328796775,""p"":0.09174477463809337},{""p"":0.4183773066849108}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.20870826311586438,0.2689521755519866,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.8062375745836352,0.0,0.0,0.0,0.0,0.0,0.0],[0.43209976162432484,0.0,0.3554250524269854,0.0,0.0,0.0,0.0,0.0],[0.5940610754814738,0.24948360282609477,0.0,0.0,0.19629370432183174,0.0,0.0,0.0],[0.0,0.43732356167892916,0.0,0.0,0.30147876925989847,0.7528367188311209,0.0,0.0],[0.3544837769634544,0.0,0.48473143345173475,0.5092976067888321,0.23431151904397976,0.0,0.31522147398489586,0.0]]","Geom,NB,Bernoulli,Geom,ZIP,ZIP,Geom,Bernoulli",0->2;0->4;0->5;0->7;1->2;1->3;1->5;1->6;2->4;2->7;3->7;4->5;4->6;4->7;5->6;6->7,0->2;0->4;0->5;0->7;1->2;1->3;1->5;1->6;2->4;2->7;3->7;4->5;4->6;4->7;5->6;6->7,
common,kbar,2.0,8,3200,8,3200,8,LibraryGreedy,0.15,0.85,5,2.0,exact_edges,2.0,12,13442067754997682728,3823940203091670964,1.4080375999910757,1.4011035999865271,0.0069340000045485,142.0,158506.10314950766,0.9032258064516128,0.9032258064516128,0.0,0.875,,0.0657729452765203,9.61550962082367,0.1479931533800096,14.0,16.0,15.0,0.0,"Geom,NB,Bernoulli,Geom,ZIP,ZIP,Geom,Bernoulli","[{""mean"":5.226209640618979,""p"":0.1606113603172194},{""p"":0.2696003030568863,""r"":6.0503501889596745},{""p"":0.8497785602286576},{""mean"":9.257404942141552,""p"":0.09749054518571233},{""lam"":9.060083553179007,""rho"":0.2511772781735375},{""lam"":7.741869926239945,""rho"":0.24538484634449917},{""mean"":9.899803328796775,""p"":0.09174477463809337},{""p"":0.4183773066849108}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.20870826311586438,0.2689521755519866,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.8062375745836352,0.0,0.0,0.0,0.0,0.0,0.0],[0.43209976162432484,0.0,0.3554250524269854,0.0,0.0,0.0,0.0,0.0],[0.5940610754814738,0.24948360282609477,0.0,0.0,0.19629370432183174,0.0,0.0,0.0],[0.0,0.43732356167892916,0.0,0.0,0.30147876925989847,0.7528367188311209,0.0,0.0],[0.3544837769634544,0.0,0.48473143345173475,0.5092976067888321,0.23431151904397976,0.0,0.31522147398489586,0.0]]","Geom,NB,Bernoulli,Geom,ZIP,ZIP,Geom,NB",0->2;0->4;0->5;0->7;1->2;1->3;1->5;1->6;2->4;2->7;3->7;4->5;4->6;4->7;5->6;6->7,0->2;0->4;0->5;0->7;1->2;1->3;1->5;1->6;1->7;2->4;3->7;4->5;4->6;5->6;6->7,
