alpha_regime,sweep,kbar_in,anchor_d,anchor_N,d,N,rep,method,alpha_low,alpha_high,max_parents,avg_indegree,dag_generation_mode,realized_avg_indegree,parallel_workers,seed,method_seed,runtime_sec,local_score_runtime_sec,search_runtime_sec,n_local_scores_evaluated,score,directed_f1,skeleton_f1,exact_dag,family_accuracy,alpha_rmse_if_exact,alpha_rmse_on_correct_edges,alpha_mape_on_correct_edges_pct,alpha_rmse_on_true_edges,n_correct_directed_edges,n_true_edges,n_est_directed_edges,n_est_undirected_edges,true_families,true_exogenous_params,true_alpha_matrix,selected_families,true_edges,estimated_directed_edges,estimated_undirected_edges
expanded,kbar,2.0,8,3200,8,3200,87,OracleDP,0.2,2.0,5,2.0,exact_edges,2.0,12,302506131078906557,15479745767530388528,23.453966000000946,23.453352700002142,0.0006132999988039955,960.0,159956.1781885286,1.0,1.0,1.0,1.0,0.07613192363899696,0.07613192363899696,8.36560224825421,0.07613192363899696,16.0,16.0,16.0,0.0,"Geom,Geom,Bernoulli,ZIP,Binomial,Poisson,Geom,Binomial","[{""mean"":8.33401486943243,""p"":0.10713503395787997},{""mean"":6.105972737979553,""p"":0.1407266868130894},{""p"":0.2904406137154929},{""lam"":7.811149908565623,""rho"":0.6952515658815935},{""n"":7,""p"":0.5419401130707187},{""lam"":4.670636325058599},{""mean"":8.367122805474775,""p"":0.1067563670047683},{""n"":8,""p"":0.35368720351074}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.2803209681961717,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[1.750270882644079,1.2752867424994894,0.0,0.0,0.0,0.0,0.0,0.0],[0.5418676691540234,1.7068134842617557,1.1190436342412915,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[1.2483232342260062,0.0,0.7364547625986824,0.0,0.0,0.0,0.0,0.0],[1.3115587902381283,0.0,0.0,1.6145382438282367,0.36925180468375673,0.0,0.0,0.0],[1.6057111473949668,1.0047626484763013,0.5814771948079559,0.36113208741835945,0.0,0.0,1.1114644569540264,0.0]]","Geom,Geom,Bernoulli,ZIP,Binomial,Poisson,Geom,Binomial",0->1;0->2;0->3;0->5;0->6;0->7;1->2;1->3;1->7;2->3;2->5;2->7;3->6;3->7;4->6;6->7,0->1;0->2;0->3;0->5;0->6;0->7;1->2;1->3;1->7;2->3;2->5;2->7;3->6;3->7;4->6;6->7,
expanded,kbar,2.0,8,3200,8,3200,87,PC-RCIT,0.2,2.0,5,2.0,exact_edges,2.0,12,302506131078906557,14507694097696786631,11.454380100010894,,,,,0.64,0.8148148148148148,0.0,,,,,,8.0,16.0,9.0,2.0,"Geom,Geom,Bernoulli,ZIP,Binomial,Poisson,Geom,Binomial","[{""mean"":8.33401486943243,""p"":0.10713503395787997},{""mean"":6.105972737979553,""p"":0.1407266868130894},{""p"":0.2904406137154929},{""lam"":7.811149908565623,""rho"":0.6952515658815935},{""n"":7,""p"":0.5419401130707187},{""lam"":4.670636325058599},{""mean"":8.367122805474775,""p"":0.1067563670047683},{""n"":8,""p"":0.35368720351074}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.2803209681961717,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[1.750270882644079,1.2752867424994894,0.0,0.0,0.0,0.0,0.0,0.0],[0.5418676691540234,1.7068134842617557,1.1190436342412915,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[1.2483232342260062,0.0,0.7364547625986824,0.0,0.0,0.0,0.0,0.0],[1.3115587902381283,0.0,0.0,1.6145382438282367,0.36925180468375673,0.0,0.0,0.0],[1.6057111473949668,1.0047626484763013,0.5814771948079559,0.36113208741835945,0.0,0.0,1.1114644569540264,0.0]]",,0->1;0->2;0->3;0->5;0->6;0->7;1->2;1->3;1->7;2->3;2->5;2->7;3->6;3->7;4->6;6->7,0->1;0->6;1->3;2->1;2->3;2->7;3->6;3->7;6->7,0--5;2--5
expanded,kbar,2.0,8,3200,8,3200,87,PoissonDAG-ODS,0.2,2.0,5,2.0,exact_edges,2.0,12,302506131078906557,15991262452840100645,19.095968500012532,,,,,0.7272727272727272,0.787878787878788,0.0,,,,,,12.0,16.0,17.0,0.0,"Geom,Geom,Bernoulli,ZIP,Binomial,Poisson,Geom,Binomial","[{""mean"":8.33401486943243,""p"":0.10713503395787997},{""mean"":6.105972737979553,""p"":0.1407266868130894},{""p"":0.2904406137154929},{""lam"":7.811149908565623,""rho"":0.6952515658815935},{""n"":7,""p"":0.5419401130707187},{""lam"":4.670636325058599},{""mean"":8.367122805474775,""p"":0.1067563670047683},{""n"":8,""p"":0.35368720351074}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.2803209681961717,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[1.750270882644079,1.2752867424994894,0.0,0.0,0.0,0.0,0.0,0.0],[0.5418676691540234,1.7068134842617557,1.1190436342412915,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[1.2483232342260062,0.0,0.7364547625986824,0.0,0.0,0.0,0.0,0.0],[1.3115587902381283,0.0,0.0,1.6145382438282367,0.36925180468375673,0.0,0.0,0.0],[1.6057111473949668,1.0047626484763013,0.5814771948079559,0.36113208741835945,0.0,0.0,1.1114644569540264,0.0]]",,0->1;0->2;0->3;0->5;0->6;0->7;1->2;1->3;1->7;2->3;2->5;2->7;3->6;3->7;4->6;6->7,0->1;0->2;0->3;0->5;0->6;1->2;1->3;1->5;1->6;1->7;2->3;2->5;2->6;2->7;3->7;4->0;6->3,
expanded,kbar,2.0,8,3200,8,3200,88,LibraryDP,0.2,2.0,5,2.0,exact_edges,2.0,12,5499965598498055234,17252760351769824482,28.06557009999233,28.06443240000226,0.001137699990067631,960.0,111140.6996959099,0.967741935483871,0.967741935483871,0.0,1.0,,0.16221400916023476,9.531742014956638,0.22653414771566646,15.0,16.0,15.0,0.0,"Bernoulli,Poisson,ZIP,Bernoulli,ZIP,Binomial,ZIP,Bernoulli","[{""p"":0.26432923835824707},{""lam"":5.29952183130574},{""lam"":5.850174131991715,""rho"":0.27865711454328923},{""p"":0.7513509342455503},{""lam"":6.18049396831832,""rho"":0.7832378520205893},{""n"":7,""p"":0.4787028623357362},{""lam"":3.9493519191410336,""rho"":0.5238136138159507},{""p"":0.5155893236684546}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.367741460066331,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[1.9666722327190975,0.9682592544479638,1.6656467158597934,0.7528008381626683,0.0,0.0,0.0,0.0],[1.410799787912844,0.8069148702106845,1.9417477911818022,0.4251390407370672,0.0,0.0,0.0,0.0],[0.0,0.0,1.1804123175881458,0.0,0.0,0.4355490601432136,0.0,0.0],[1.9225006474840778,1.3660269986296047,0.0,0.6529798999836547,0.0,1.9515235606736572,0.699343968036326,0.0]]","Bernoulli,Poisson,ZIP,Bernoulli,ZIP,Binomial,ZIP,Bernoulli",0->2;0->4;0->5;0->7;1->4;1->5;1->7;2->4;2->5;2->6;3->4;3->5;3->7;5->6;5->7;6->7,0->2;0->4;0->5;0->7;1->4;1->5;1->7;2->4;2->5;2->6;3->4;3->5;5->6;5->7;6->7,
expanded,kbar,2.0,8,3200,8,3200,88,LibraryGreedy,0.2,2.0,5,2.0,exact_edges,2.0,12,5499965598498055234,10362717256516492165,2.0227122000069357,2.0155150999344187,0.00719710007251706,139.0,111328.81793116758,0.8387096774193549,0.9032258064516129,0.0,0.875,,0.17774715455951964,11.728946206381147,0.3078037505462256,13.0,16.0,15.0,0.0,"Bernoulli,Poisson,ZIP,Bernoulli,ZIP,Binomial,ZIP,Bernoulli","[{""p"":0.26432923835824707},{""lam"":5.29952183130574},{""lam"":5.850174131991715,""rho"":0.27865711454328923},{""p"":0.7513509342455503},{""lam"":6.18049396831832,""rho"":0.7832378520205893},{""n"":7,""p"":0.4787028623357362},{""lam"":3.9493519191410336,""rho"":0.5238136138159507},{""p"":0.5155893236684546}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.367741460066331,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[1.9666722327190975,0.9682592544479638,1.6656467158597934,0.7528008381626683,0.0,0.0,0.0,0.0],[1.410799787912844,0.8069148702106845,1.9417477911818022,0.4251390407370672,0.0,0.0,0.0,0.0],[0.0,0.0,1.1804123175881458,0.0,0.0,0.4355490601432136,0.0,0.0],[1.9225006474840778,1.3660269986296047,0.0,0.6529798999836547,0.0,1.9515235606736572,0.699343968036326,0.0]]","Bernoulli,Poisson,ZIP,Bernoulli,ZIP,Binomial,ZIP,Geom",0->2;0->4;0->5;0->7;1->4;1->5;1->7;2->4;2->5;2->6;3->4;3->5;3->7;5->6;5->7;6->7,0->2;0->4;0->5;0->7;1->4;1->5;1->7;2->4;2->5;2->6;2->7;3->4;3->5;5->7;7->6,
expanded,kbar,2.0,8,3200,8,3200,88,OracleDP,0.2,2.0,5,2.0,exact_edges,2.0,12,5499965598498055234,9065414081263684802,1.097080499996082,1.0964065000007395,0.0006739999953424558,960.0,111140.6996959099,0.967741935483871,0.967741935483871,0.0,1.0,,0.16221400916023476,9.531742014956638,0.22653414771566646,15.0,16.0,15.0,0.0,"Bernoulli,Poisson,ZIP,Bernoulli,ZIP,Binomial,ZIP,Bernoulli","[{""p"":0.26432923835824707},{""lam"":5.29952183130574},{""lam"":5.850174131991715,""rho"":0.27865711454328923},{""p"":0.7513509342455503},{""lam"":6.18049396831832,""rho"":0.7832378520205893},{""n"":7,""p"":0.4787028623357362},{""lam"":3.9493519191410336,""rho"":0.5238136138159507},{""p"":0.5155893236684546}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.367741460066331,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[1.9666722327190975,0.9682592544479638,1.6656467158597934,0.7528008381626683,0.0,0.0,0.0,0.0],[1.410799787912844,0.8069148702106845,1.9417477911818022,0.4251390407370672,0.0,0.0,0.0,0.0],[0.0,0.0,1.1804123175881458,0.0,0.0,0.4355490601432136,0.0,0.0],[1.9225006474840778,1.3660269986296047,0.0,0.6529798999836547,0.0,1.9515235606736572,0.699343968036326,0.0]]","Bernoulli,Poisson,ZIP,Bernoulli,ZIP,Binomial,ZIP,Bernoulli",0->2;0->4;0->5;0->7;1->4;1->5;1->7;2->4;2->5;2->6;3->4;3->5;3->7;5->6;5->7;6->7,0->2;0->4;0->5;0->7;1->4;1->5;1->7;2->4;2->5;2->6;3->4;3->5;5->6;5->7;6->7,
expanded,kbar,2.0,8,3200,8,3200,88,PC-RCIT,0.2,2.0,5,2.0,exact_edges,2.0,12,5499965598498055234,14451546756823907052,8.576856999992742,,,,,0.45454545454545453,0.6086956521739131,0.0,,,,,,5.0,16.0,6.0,1.0,"Bernoulli,Poisson,ZIP,Bernoulli,ZIP,Binomial,ZIP,Bernoulli","[{""p"":0.26432923835824707},{""lam"":5.29952183130574},{""lam"":5.850174131991715,""rho"":0.27865711454328923},{""p"":0.7513509342455503},{""lam"":6.18049396831832,""rho"":0.7832378520205893},{""n"":7,""p"":0.4787028623357362},{""lam"":3.9493519191410336,""rho"":0.5238136138159507},{""p"":0.5155893236684546}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.367741460066331,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[1.9666722327190975,0.9682592544479638,1.6656467158597934,0.7528008381626683,0.0,0.0,0.0,0.0],[1.410799787912844,0.8069148702106845,1.9417477911818022,0.4251390407370672,0.0,0.0,0.0,0.0],[0.0,0.0,1.1804123175881458,0.0,0.0,0.4355490601432136,0.0,0.0],[1.9225006474840778,1.3660269986296047,0.0,0.6529798999836547,0.0,1.9515235606736572,0.699343968036326,0.0]]",,0->2;0->4;0->5;0->7;1->4;1->5;1->7;2->4;2->5;2->6;3->4;3->5;3->7;5->6;5->7;6->7,0->4;1->7;2->4;2->6;5->7;7->6,2--5
expanded,kbar,2.0,8,3200,8,3200,88,PoissonDAG-ODS,0.2,2.0,5,2.0,exact_edges,2.0,12,5499965598498055234,4499201944949366812,1.3851008000056027,,,,,0.7096774193548386,0.8387096774193549,0.0,,,,,,11.0,16.0,15.0,0.0,"Bernoulli,Poisson,ZIP,Bernoulli,ZIP,Binomial,ZIP,Bernoulli","[{""p"":0.26432923835824707},{""lam"":5.29952183130574},{""lam"":5.850174131991715,""rho"":0.27865711454328923},{""p"":0.7513509342455503},{""lam"":6.18049396831832,""rho"":0.7832378520205893},{""n"":7,""p"":0.4787028623357362},{""lam"":3.9493519191410336,""rho"":0.5238136138159507},{""p"":0.5155893236684546}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.367741460066331,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[1.9666722327190975,0.9682592544479638,1.6656467158597934,0.7528008381626683,0.0,0.0,0.0,0.0],[1.410799787912844,0.8069148702106845,1.9417477911818022,0.4251390407370672,0.0,0.0,0.0,0.0],[0.0,0.0,1.1804123175881458,0.0,0.0,0.4355490601432136,0.0,0.0],[1.9225006474840778,1.3660269986296047,0.0,0.6529798999836547,0.0,1.9515235606736572,0.699343968036326,0.0]]",,0->2;0->4;0->5;0->7;1->4;1->5;1->7;2->4;2->5;2->6;3->4;3->5;3->7;5->6;5->7;6->7,0->4;0->7;1->4;1->7;2->1;2->4;2->6;2->7;3->4;3->5;3->7;5->1;5->2;5->7;6->7,
expanded,kbar,2.0,8,3200,8,3200,89,LibraryDP,0.2,2.0,5,2.0,exact_edges,2.0,12,2377179253303423412,4973884913987891595,33.594478200000594,33.59379240000271,0.0006857999978819862,960.0,132977.49197161366,1.0,1.0,1.0,0.875,0.07439677664485363,0.07439677664485363,6.886461048528158,0.07439677664485363,16.0,16.0,16.0,0.0,"Bernoulli,Bernoulli,Geom,Poisson,ZIP,Binomial,Geom,Poisson","[{""p"":0.2342246441559982},{""p"":0.5733467191132815},{""mean"":9.793684397111772,""p"":0.09264677038987586},{""lam"":9.656478942968645},{""lam"":7.226782703816669,""rho"":0.15158617653471107},{""n"":10,""p"":0.5971089858003291},{""mean"":3.831856979501974,""p"":0.20695976810618913},{""lam"":7.487992923351641}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5047998937297212,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,1.246660039417954,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.8021984770896216,0.7889990959414905,0.0,0.0,0.0,0.0,0.0],[0.7873811806179549,0.0,0.0,0.9277949824442584,0.0,0.0,0.0,0.0],[0.6625071711878969,0.0,0.8065658952453594,0.8322492803245218,0.0,0.0,0.0,0.0],[0.0,0.0,0.5021003904702227,0.0,0.800083476050107,0.9866384937646415,0.0,0.0],[1.884525166339425,0.0,0.4328194616298854,0.6238437207117928,0.0,1.953117100631344,0.0,0.0]]","Bernoulli,Bernoulli,Geom,Poisson,ZIP,Binomial,NB,Poisson",0->1;0->4;0->5;0->7;1->2;1->3;2->3;2->5;2->6;2->7;3->4;3->5;3->7;4->6;5->6;5->7,0->1;0->4;0->5;0->7;1->2;1->3;2->3;2->5;2->6;2->7;3->4;3->5;3->7;4->6;5->6;5->7,
expanded,kbar,2.0,8,3200,8,3200,89,LibraryGreedy,0.2,2.0,5,2.0,exact_edges,2.0,12,2377179253303423412,12272210118008853796,3.843328000002657,3.832033000056981,0.011294999945675954,180.0,132977.49197161366,1.0,1.0,1.0,0.875,0.07439677664485363,0.07439677664485363,6.886461048528158,0.07439677664485363,16.0,16.0,16.0,0.0,"Bernoulli,Bernoulli,Geom,Poisson,ZIP,Binomial,Geom,Poisson","[{""p"":0.2342246441559982},{""p"":0.5733467191132815},{""mean"":9.793684397111772,""p"":0.09264677038987586},{""lam"":9.656478942968645},{""lam"":7.226782703816669,""rho"":0.15158617653471107},{""n"":10,""p"":0.5971089858003291},{""mean"":3.831856979501974,""p"":0.20695976810618913},{""lam"":7.487992923351641}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5047998937297212,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,1.246660039417954,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.8021984770896216,0.7889990959414905,0.0,0.0,0.0,0.0,0.0],[0.7873811806179549,0.0,0.0,0.9277949824442584,0.0,0.0,0.0,0.0],[0.6625071711878969,0.0,0.8065658952453594,0.8322492803245218,0.0,0.0,0.0,0.0],[0.0,0.0,0.5021003904702227,0.0,0.800083476050107,0.9866384937646415,0.0,0.0],[1.884525166339425,0.0,0.4328194616298854,0.6238437207117928,0.0,1.953117100631344,0.0,0.0]]","Bernoulli,Bernoulli,Geom,Poisson,ZIP,Binomial,NB,Poisson",0->1;0->4;0->5;0->7;1->2;1->3;2->3;2->5;2->6;2->7;3->4;3->5;3->7;4->6;5->6;5->7,0->1;0->4;0->5;0->7;1->2;1->3;2->3;2->5;2->6;2->7;3->4;3->5;3->7;4->6;5->6;5->7,
expanded,kbar,2.0,8,3200,8,3200,89,OracleDP,0.2,2.0,5,2.0,exact_edges,2.0,12,2377179253303423412,18180132399365145046,13.332381600004737,13.33165170000575,0.0007298999989870936,960.0,132983.55886744586,1.0,1.0,1.0,1.0,0.07439677664485363,0.07439677664485363,6.886461048528158,0.07439677664485363,16.0,16.0,16.0,0.0,"Bernoulli,Bernoulli,Geom,Poisson,ZIP,Binomial,Geom,Poisson","[{""p"":0.2342246441559982},{""p"":0.5733467191132815},{""mean"":9.793684397111772,""p"":0.09264677038987586},{""lam"":9.656478942968645},{""lam"":7.226782703816669,""rho"":0.15158617653471107},{""n"":10,""p"":0.5971089858003291},{""mean"":3.831856979501974,""p"":0.20695976810618913},{""lam"":7.487992923351641}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5047998937297212,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,1.246660039417954,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.8021984770896216,0.7889990959414905,0.0,0.0,0.0,0.0,0.0],[0.7873811806179549,0.0,0.0,0.9277949824442584,0.0,0.0,0.0,0.0],[0.6625071711878969,0.0,0.8065658952453594,0.8322492803245218,0.0,0.0,0.0,0.0],[0.0,0.0,0.5021003904702227,0.0,0.800083476050107,0.9866384937646415,0.0,0.0],[1.884525166339425,0.0,0.4328194616298854,0.6238437207117928,0.0,1.953117100631344,0.0,0.0]]","Bernoulli,Bernoulli,Geom,Poisson,ZIP,Binomial,Geom,Poisson",0->1;0->4;0->5;0->7;1->2;1->3;2->3;2->5;2->6;2->7;3->4;3->5;3->7;4->6;5->6;5->7,0->1;0->4;0->5;0->7;1->2;1->3;2->3;2->5;2->6;2->7;3->4;3->5;3->7;4->6;5->6;5->7,
expanded,kbar,2.0,8,3200,8,3200,89,PC-RCIT,0.2,2.0,5,2.0,exact_edges,2.0,12,2377179253303423412,17141557424298174833,10.32358270000259,,,,,0.4615384615384615,0.8148148148148148,0.0,,,,,,6.0,16.0,10.0,1.0,"Bernoulli,Bernoulli,Geom,Poisson,ZIP,Binomial,Geom,Poisson","[{""p"":0.2342246441559982},{""p"":0.5733467191132815},{""mean"":9.793684397111772,""p"":0.09264677038987586},{""lam"":9.656478942968645},{""lam"":7.226782703816669,""rho"":0.15158617653471107},{""n"":10,""p"":0.5971089858003291},{""mean"":3.831856979501974,""p"":0.20695976810618913},{""lam"":7.487992923351641}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5047998937297212,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,1.246660039417954,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.8021984770896216,0.7889990959414905,0.0,0.0,0.0,0.0,0.0],[0.7873811806179549,0.0,0.0,0.9277949824442584,0.0,0.0,0.0,0.0],[0.6625071711878969,0.0,0.8065658952453594,0.8322492803245218,0.0,0.0,0.0,0.0],[0.0,0.0,0.5021003904702227,0.0,0.800083476050107,0.9866384937646415,0.0,0.0],[1.884525166339425,0.0,0.4328194616298854,0.6238437207117928,0.0,1.953117100631344,0.0,0.0]]",,0->1;0->4;0->5;0->7;1->2;1->3;2->3;2->5;2->6;2->7;3->4;3->5;3->7;4->6;5->6;5->7,0->1;2->7;3->1;3->2;3->7;4->6;5->2;5->6;5->7;6->2,3--4
expanded,kbar,2.0,8,3200,8,3200,89,PoissonDAG-ODS,0.2,2.0,5,2.0,exact_edges,2.0,12,2377179253303423412,6785036837296677283,7.099622599998838,,,,,0.5142857142857142,0.6857142857142857,0.0,,,,,,9.0,16.0,19.0,0.0,"Bernoulli,Bernoulli,Geom,Poisson,ZIP,Binomial,Geom,Poisson","[{""p"":0.2342246441559982},{""p"":0.5733467191132815},{""mean"":9.793684397111772,""p"":0.09264677038987586},{""lam"":9.656478942968645},{""lam"":7.226782703816669,""rho"":0.15158617653471107},{""n"":10,""p"":0.5971089858003291},{""mean"":3.831856979501974,""p"":0.20695976810618913},{""lam"":7.487992923351641}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5047998937297212,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,1.246660039417954,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.8021984770896216,0.7889990959414905,0.0,0.0,0.0,0.0,0.0],[0.7873811806179549,0.0,0.0,0.9277949824442584,0.0,0.0,0.0,0.0],[0.6625071711878969,0.0,0.8065658952453594,0.8322492803245218,0.0,0.0,0.0,0.0],[0.0,0.0,0.5021003904702227,0.0,0.800083476050107,0.9866384937646415,0.0,0.0],[1.884525166339425,0.0,0.4328194616298854,0.6238437207117928,0.0,1.953117100631344,0.0,0.0]]",,0->1;0->4;0->5;0->7;1->2;1->3;2->3;2->5;2->6;2->7;3->4;3->5;3->7;4->6;5->6;5->7,0->3;1->0;1->3;1->4;1->5;1->6;1->7;2->6;2->7;3->2;3->4;3->5;3->6;3->7;4->2;4->6;5->2;5->6;5->7,
expanded,kbar,2.0,8,3200,8,3200,90,LibraryDP,0.2,2.0,5,2.0,exact_edges,2.0,12,10354431661996309308,5608137270528636297,42.9883087999915,42.98758970000199,0.0007190999895101413,960.0,126490.65543629456,1.0,1.0,1.0,0.875,0.04584491637396436,0.045844916373964366,4.9556484902664515,0.04584491637396436,16.0,16.0,16.0,0.0,"ZIP,Bernoulli,NB,Geom,Geom,NB,ZIP,Poisson","[{""lam"":8.241118917839575,""rho"":0.787259971250828},{""p"":0.7158365699073116},{""p"":0.6279236201134123,""r"":4.912501697387634},{""mean"":2.0761507971022874,""p"":0.3250815925350581},{""mean"":5.17320522445433,""p"":0.16199040265802817},{""p"":0.15343375213462726,""r"":4.095705573326948},{""lam"":2.4379275590398555,""rho"":0.652422488595649},{""lam"":6.296849293033401}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.8555402625962663,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.39063124653078946,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.5341126272110945,0.3210614923304352,0.0,0.0,0.0,0.0],[0.7841185570831342,0.0,1.3985634906650033,1.5670156944434537,0.21008603967406117,0.0,0.0,0.0],[1.8473484135632063,0.0,1.516594097670739,1.2100757957765038,0.0,1.1981674323123335,0.0,0.0],[0.0,1.0506620343588795,0.4368453330962245,0.0,0.3797048785471225,1.3227695755603792,0.0,0.0]]","ZIP,Bernoulli,NB,Geom,Geom,NB,Poisson,Poisson",0->1;0->2;0->5;0->6;1->7;2->4;2->5;2->6;2->7;3->4;3->5;3->6;4->5;4->7;5->6;5->7,0->1;0->2;0->5;0->6;1->7;2->4;2->5;2->6;2->7;3->4;3->5;3->6;4->5;4->7;5->6;5->7,
expanded,kbar,2.0,8,3200,8,3200,90,LibraryGreedy,0.2,2.0,5,2.0,exact_edges,2.0,12,10354431661996309308,6377629485635435733,3.363658899994334,3.3556414001068333,0.00801749988750089,146.0,126905.65341695287,0.7741935483870969,0.8387096774193549,0.0,0.625,,0.6910818991428946,53.055555573234116,0.7943475128585383,12.0,16.0,15.0,0.0,"ZIP,Bernoulli,NB,Geom,Geom,NB,ZIP,Poisson","[{""lam"":8.241118917839575,""rho"":0.787259971250828},{""p"":0.7158365699073116},{""p"":0.6279236201134123,""r"":4.912501697387634},{""mean"":2.0761507971022874,""p"":0.3250815925350581},{""mean"":5.17320522445433,""p"":0.16199040265802817},{""p"":0.15343375213462726,""r"":4.095705573326948},{""lam"":2.4379275590398555,""rho"":0.652422488595649},{""lam"":6.296849293033401}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.8555402625962663,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.39063124653078946,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.5341126272110945,0.3210614923304352,0.0,0.0,0.0,0.0],[0.7841185570831342,0.0,1.3985634906650033,1.5670156944434537,0.21008603967406117,0.0,0.0,0.0],[1.8473484135632063,0.0,1.516594097670739,1.2100757957765038,0.0,1.1981674323123335,0.0,0.0],[0.0,1.0506620343588795,0.4368453330962245,0.0,0.3797048785471225,1.3227695755603792,0.0,0.0]]","ZIP,Bernoulli,NB,Geom,Geom,Bernoulli,Poisson,NB",0->1;0->2;0->5;0->6;1->7;2->4;2->5;2->6;2->7;3->4;3->5;3->6;4->5;4->7;5->6;5->7,0->1;0->2;0->6;0->7;1->7;2->4;2->6;2->7;3->4;3->5;3->6;3->7;4->7;5->6;7->5,
