setting,regime,sweep,sweep_value,method,expected_R,R_total,R_success,R_failed,mean_F1,sd_F1,se_F1,ci95_low,ci95_high,plot_ci95_low,plot_ci95_high,mean_runtime_sec
all_poisson,restricted,sample_size,10000.0,ODS,100,100,100,0,0.8379503105257229,0.12716883219060476,0.012716883219060476,0.8130252194163643,0.8628754016350815,0.8130252194163643,0.8628754016350815,1.425799114999827
all_poisson,restricted,sample_size,10000.0,PC-RCIT,100,100,100,0,0.6147363680650124,0.1922722121893616,0.01922722121893616,0.5770510144758976,0.6524217216541273,0.5770510144758976,0.6524217216541273,24.498311895000153
all_poisson,restricted,sample_size,10000.0,PB-SCM,100,100,100,0,0.6190926486967812,0.13310657722925132,0.013310657722925131,0.5930037595598479,0.6451815378337145,0.5930037595598479,0.6451815378337145,24.921570797000093
all_poisson,restricted,sample_size,10000.0,PB-SCM-PGF,100,100,100,0,0.012352941176470584,0.04754341722441748,0.004754341722441748,0.003034431400484757,0.02167145095245641,0.003034431400484757,0.02167145095245641,1.5712375059994519
all_poisson,restricted,average_in_degree,1.0,Proposed DP-BIC,100,100,100,0,0.9851421568627451,0.04033398170181863,0.004033398170181863,0.9772366964491886,0.9930476172763015,0.9772366964491886,0.9930476172763015,6.40131648700044
all_poisson,restricted,average_in_degree,1.0,Greedy-BIC,100,100,100,0,0.9364124649859944,0.12607635712263235,0.012607635712263235,0.9117014989899584,0.9611234309820303,0.9117014989899584,0.9611234309820303,0.6851127550000092
all_poisson,restricted,average_in_degree,1.0,Poisson-only DP,100,100,100,0,0.9851421568627451,0.04033398170181863,0.004033398170181863,0.9772366964491886,0.9930476172763015,0.9772366964491886,0.9930476172763015,0.2572293260000879
all_poisson,restricted,average_in_degree,1.0,ODS,100,100,100,0,0.7191449565749606,0.1674574970576914,0.01674574970576914,0.686323287151653,0.7519666259982681,0.686323287151653,0.7519666259982681,0.3169725869997637
all_poisson,restricted,average_in_degree,1.0,PC-RCIT,100,100,100,0,0.5547760572760573,0.27582090872938686,0.027582090872938687,0.5007151591650975,0.6088369553870171,0.5007151591650975,0.6088369553870171,3.4365451869991377
all_poisson,restricted,average_in_degree,1.0,PB-SCM,100,100,100,0,0.4057245564033489,0.20898348938315578,0.02089834893831558,0.3647637924842504,0.44668532032244745,0.3647637924842504,0.44668532032244745,8.300620174001088
all_poisson,restricted,average_in_degree,1.0,PB-SCM-PGF,100,100,100,0,0.025094017094017092,0.06556945128707412,0.006556945128707412,0.012242404641750566,0.03794562954628362,0.012242404641750566,0.03794562954628362,0.4951817040028982
all_poisson,restricted,average_in_degree,1.5,Proposed DP-BIC,100,100,100,0,0.9915913043478262,0.024716648874813566,0.002471664887481357,0.9867468411683628,0.9964357675272896,0.9867468411683628,0.9964357675272896,7.906344768999843
all_poisson,restricted,average_in_degree,1.5,Greedy-BIC,100,100,100,0,0.8390393793002486,0.2121633336307868,0.02121633336307868,0.7974553659086144,0.8806233926918828,0.7974553659086144,0.8806233926918828,0.9507247180008562
all_poisson,restricted,average_in_degree,1.5,Poisson-only DP,100,100,100,0,0.9915913043478262,0.024716648874813566,0.002471664887481357,0.9867468411683628,0.9964357675272896,0.9867468411683628,0.9964357675272896,0.25057963499391916
all_poisson,restricted,average_in_degree,1.5,ODS,100,100,100,0,0.7785715017378072,0.14174439507624628,0.014174439507624629,0.7507896003028629,0.8063534031727515,0.7507896003028629,0.8063534031727515,0.5147962109994841
all_poisson,restricted,average_in_degree,1.5,PC-RCIT,100,100,100,0,0.5196545273611837,0.21087246729315365,0.021087246729315366,0.47832352377172555,0.5609855309506417,0.47832352377172555,0.5609855309506417,8.201036848002696
all_poisson,restricted,average_in_degree,1.5,PB-SCM,100,100,100,0,0.46717240741241284,0.15273690208730162,0.015273690208730161,0.4372359746033017,0.49710884022152396,0.4372359746033017,0.49710884022152396,12.214695991997141
all_poisson,restricted,average_in_degree,1.5,PB-SCM-PGF,100,100,100,0,0.00975274725274725,0.03582218772637788,0.003582218772637788,0.002731598458377185,0.016773896047117313,0.002731598458377185,0.016773896047117313,0.501517685999861
all_poisson,restricted,average_in_degree,2.0,Proposed DP-BIC,100,100,100,0,0.9903390762463343,0.023696084394633662,0.0023696084394633663,0.9856946437049862,0.9949835087876825,0.9856946437049862,0.9949835087876825,10.307668851997587
all_poisson,restricted,average_in_degree,2.0,Greedy-BIC,100,100,100,0,0.7226527158036842,0.20491924265342712,0.02049192426534271,0.6824885442436125,0.7628168873637559,0.6824885442436125,0.7628168873637559,1.2545782759995199
all_poisson,restricted,average_in_degree,2.0,Poisson-only DP,100,100,100,0,0.9915890762463343,0.020651734118137678,0.002065173411813768,0.9875413363591793,0.9956368161334893,0.9875413363591793,0.9956368161334893,0.26218956299999263
all_poisson,restricted,average_in_degree,2.0,ODS,100,100,100,0,0.8072138197304232,0.11085989630805512,0.011085989630805513,0.7854852800540444,0.8289423594068019,0.7854852800540444,0.8289423594068019,0.794458028000663
all_poisson,restricted,average_in_degree,2.0,PC-RCIT,100,100,100,0,0.45196562216548186,0.19030835069116583,0.019030835069116583,0.41466518543001335,0.4892660589009504,0.41466518543001335,0.4892660589009504,14.756137025001808
all_poisson,restricted,average_in_degree,2.0,PB-SCM,100,100,100,0,0.5242195181241305,0.12388049397824784,0.012388049397824783,0.4999389413043939,0.5485000949438671,0.4999389413043939,0.5485000949438671,15.54163474000059
all_poisson,restricted,average_in_degree,2.0,PB-SCM-PGF,100,100,100,0,0.01727485380116959,0.054662063392603356,0.0054662063392603355,0.006561089376219331,0.027988618226119845,0.006561089376219331,0.027988618226119845,0.49485204899974633
all_poisson,restricted,average_in_degree,2.5,Proposed DP-BIC,100,100,100,0,0.9442024282601946,0.11425654296704053,0.011425654296704054,0.9218081458386547,0.9665967106817346,0.9218081458386547,0.9665967106817346,12.8727952869999
